locus,cluster,Condition,log2FoldChange,padj,Pathway,Protein,Process,Process.abbr,Gene.names
slr0321,2,ssl2982,-1.36927259267709,5.53062709067647e-9,NA,GTP-binding protein ERA homolog,Regulatory functions,Regul,era slr0321
slr1634,2,ssl2982,-1.359934189743,6.71818569298253e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr1634
ssr5092,2,ssl2982,-1.35162948564719,0.03400898975812,NA,hypothetical protein,Hypothetical,Hypoth,ssr5092
sll7050,2,ssl2982,-1.34977564056579,6.71782605713e-4,NA,unknown protein,Unknown,Unknown,sll7050
slr0797,2,ssl2982,-1.34316094152286,1.05427013024056e-5,NA,cobalt-transporting P-type ATPase (cobalt efflux pump) involved in cobalt tolerance,Transport and binding proteins,Transport,slr0797
slr7092,2,ssl2982,-1.34257780361948,0.003086912142849,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7092
sll5026,2,ssl2982,-1.34014954029171,1.20825889202323e-16,NA,hypothetical protein,Hypothetical,Hypoth,sll5026
slr0755,2,ssl2982,-1.3333509848466,0.008921196644647,NA,hypothetical protein,Hypothetical,Hypoth,slr0755
ndhK2,2,ssl2982,-1.33268733366312,3.49844482343522e-7,NA,NA,NA,NA,NA
sll5063,2,ssl2982,-1.32480901875926,4.30405960167092e-7,NA,unknown protein,Unknown,Unknown,sll5063
sll0494,2,ssl2982,-1.32218108215723,3.36254229168975e-5,NA,unknown protein,Unknown,Unknown,sll0494
slr7096,2,ssl2982,-1.31806128095603,0.003071235011654,NA,hypothetical protein,Hypothetical,Hypoth,slr7096
slr1827,2,ssl2982,-1.31288510471383,3.63662234415391e-8,NA,hypothetical protein,Hypothetical,Hypoth,slr1827
slr0142,2,ssl2982,-1.29985234554281,1.09704134712432e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr0142
sll5047,2,ssl2982,-1.28737043802514,2.64455055201469e-14,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,sll5047
slr1285,2,ssl2982,-1.28351752473401,4.23465598120439e-5,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr1285
slr1163,2,ssl2982,-1.28152278605369,3.72858421348871e-22,NA,unknown protein,Unknown,Unknown,slr1163
sll0378,2,ssl2982,-1.27222955839029,5.11700046635e-4,"Cobalamin, heme, phycobilin and porphyrin",uroporphyrin-III C-methyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobA sll0378
sll0573,2,ssl2982,-1.2676960137434,0.023550701075437,Amino acids and amines,carbamate kinase,Energy metabolism,Energy,arcC sll0573
slr0868,2,ssl2982,-1.26358822698539,7.29014226739e-4,NA,unknown protein,Unknown,Unknown,slr0868
sll1258,2,ssl2982,-1.26257351704195,2.55184722790213e-7,Pyrimidine ribonucleotide biosynthesis,dCTP deaminase,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleot,sll1258
slr0639,2,ssl2982,-1.25844868140998,4.61885983418999e-5,NA,mechanosensitive ion channel homolog,Transport and binding proteins,Transport,slr0639
slr0640,2,ssl2982,-1.25651457606393,1.60747772005733e-14,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr0640
slr1547,2,ssl2982,-1.25570786860174,1.76113861098228e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr1547
sll7044,2,ssl2982,-1.24487483801021,1.37519033201245e-15,Other,plasmid partition protein ParA homolog,Other categories,Other,sll7044
slr1927,2,ssl2982,-1.24414397700279,7.29391413372736e-5,NA,hypothetical protein,Hypothetical,Hypoth,slr1927
slr2132,2,ssl2982,-1.24370081400068,0.01047723641028,Pyruvate and acetyl-CoA metabolism,phosphotransacetylase,Energy metabolism,Energy,pta slr2132
sll5046,2,ssl2982,-1.24116798376847,3.01766412203527e-11,NA,unknown protein,Unknown,Unknown,sll5046
slr0636,2,ssl2982,-1.24066315965378,3.42096456513225e-5,"Cobalamin, heme, phycobilin and porphyrin",probable cobalamin [5&#x27;-phosphate] synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobS slr0636
sll8017,2,ssl2982,-1.24021723135685,4.00079149258996e-12,NA,unknown protein,Unknown,Unknown,sll8017
sll7087,2,ssl2982,-1.22570818296956,0.00540006448309,NA,unknown protein,Unknown,Unknown,sll7087
sll1584,2,ssl2982,-1.22280290496346,4.04205169448815e-8,Soluble electron carriers,ferredoxin like protein,Photosynthesis and respiration,Photosynth,sll1584
sll0686,2,ssl2982,-1.21534179054985,1.17448286587533e-8,Other,probable cytochrome c-type biogenesis protein,Other categories,Other,sll0686
slr8038,2,ssl2982,-1.21397368771075,3.91413976984845e-26,WD repeat proteins,WD-repeat protein,Other categories,Other,slr8038
ssl5039,2,ssl2982,-1.21283608142461,0.003443357537188,NA,unknown protein,Unknown,Unknown,ssl5039
slr7049,2,ssl2982,-1.21200277248207,2.21262017797532e-6,Transposon-related functions,resolvase,Other categories,Other,slr7049
sll0024,2,ssl2982,-1.20575725648507,1.9407212057e-4,NA,unknown protein,Unknown,Unknown,sll0024
sll0181,2,ssl2982,-1.19489636900518,4.57362240542818e-8,NA,unknown protein,Unknown,Unknown,sll0181
sll1510,2,ssl2982,-1.17727999378062,4.30600121832885e-6,NA,unknown protein,Unknown,Unknown,sll1510
slr7099,2,ssl2982,-1.1739617782178,0.007544298427483,NA,unknown protein,Unknown,Unknown,slr7099
sll0792,2,ssl2982,-1.17344184693055,5.30810057918768e-7,NA,Zinc-responsive repressor ZiaR,Regulatory functions,Regul,ziaR smtB sll0792
sll1634,2,ssl2982,-1.17180873644725,1.03881768048055e-9,NA,hypothetical protein,Hypothetical,Hypoth,sll1634
slr1974,2,ssl2982,-1.16819332453718,1.92481455468508e-9,Other,GTP binding protein,Other categories,Other,der engA slr1974
sll0360,2,ssl2982,-1.15947766848474,5.02390626067089e-8,NA,hypothetical protein,Hypothetical,Hypoth,sll0360
slr0510,2,ssl2982,-1.15339879094545,1.23077556846505e-8,NA,hypothetical protein,Hypothetical,Hypoth,slr0510
slr0572,2,ssl2982,-1.15060784565779,0.007557054913334,NA,unknown protein,Unknown,Unknown,slr0572
slr7016,2,ssl2982,-1.14796300209841,1.42892653553658e-6,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7016
slr6058,2,ssl2982,-1.14035434583351,0.001312544102176,NA,hypothetical protein,Hypothetical,Hypoth,slr6058
slr1862,2,ssl2982,-1.13824279634213,4.43475290643e-4,NA,unknown protein,Unknown,Unknown,slr1862
sll7067,2,ssl2982,-1.13648181059022,0.00161776028649,NA,unknown protein,Unknown,Unknown,sll7067
ssl5129,2,ssl2982,-1.12338399774117,0.007959364063481,NA,hypothetical protein,Hypothetical,Hypoth,ssl5129
sll7027,2,ssl2982,-1.11820513017187,1.16077450855e-4,NA,unknown protein,Unknown,Unknown,sll7027
slr0773,2,ssl2982,-1.11565447848419,2.62357133755637e-6,NA,hypothetical protein,Hypothetical,Hypoth,slr0773
slr1958,2,ssl2982,-1.11389417904496,0.026034171395605,NA,unknown protein,Unknown,Unknown,slr1958
ssr2848,2,ssl2982,-1.10965009252212,5.74542470779e-4,NA,unknown protein,Unknown,Unknown,ssr2848
sll1318,2,ssl2982,-1.1090383210959,2.30038606599e-4,NA,hypothetical protein,Hypothetical,Hypoth,sll1318
slr5022,2,ssl2982,-1.10485668105364,1.36557564511117e-5,Other,probable aminotransferase,Other categories,Other,slr5022
sll1469,2,ssl2982,-1.10035216364969,6.95938303770225e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll1469
sll1003,2,ssl2982,-1.09843515336786,6.28120722416746e-5,NA,two-component sensor histidine kinase,Regulatory functions,Regul,sll1003
slr0913,2,ssl2982,-1.09595831609623,4.45895412103678e-7,NA,unknown protein,Unknown,Unknown,slr0913
sll0085,2,ssl2982,-1.09082487721955,8.83942874278031e-9,NA,unknown protein,Unknown,Unknown,sll0085
sll5049,2,ssl2982,-1.08969364774544,1.37942901621948e-15,NA,"polysaccharide transmembrane transporter Wzx, flippase",Transport and binding proteins,Transport,sll5049
slr0108,2,ssl2982,-1.08773708755723,3.63628310821e-4,NA,unknown protein,Unknown,Unknown,slr0108
sll1531,2,ssl2982,-1.08554250570315,2.50295550448694e-14,NA,unknown protein,Unknown,Unknown,sll1531
ssr7017,2,ssl2982,-1.08423929147804,0.00330382063138,Other,CRISPR-associated endoribonuclease Cas2 1,NA,NA,NA
sll0644,2,ssl2982,-1.08351095661796,4.98309778090307e-10,Other,probable esterase,Other categories,Other,sll0644
slr0231,2,ssl2982,-1.08154006809427,0.01945603042476,Other,probable DNA-3-methyladenine glycosylase,Other categories,Other,slr0231
slr0813,2,ssl2982,-1.08066213604698,2.40474744326339e-5,NA,yidC YidC/Oxa1 family membrane protein insertase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,yidC slr0813
sll1231,2,ssl2982,-1.07912734238846,1.83314065630967e-5,Sugars,mannosyltransferase,Energy metabolism,Energy,sll1231
slr1552,2,ssl2982,-1.07551234696043,1.03778176259958e-8,NA,unknown protein,Unknown,Unknown,slr1552
sll7069,2,ssl2982,-1.07535712306119,1.56235445642011e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll7069
slr1025,2,ssl2982,-1.07474574865161,7.49517660638e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr1025
slr1591,2,ssl2982,-1.07377521279012,7.54103029875465e-10,NA,hypothetical protein,Hypothetical,Hypoth,slr1591
sll5003,2,ssl2982,-1.07343278671308,1.34995891934e-4,NA,hypothetical protein,Hypothetical,Hypoth,sll5003
slr1222,2,ssl2982,-1.07095162881166,1.60488886595283e-6,NA,unknown protein,Unknown,Unknown,slr1222
slr2118,2,ssl2982,-1.07021937316683,5.36935397558345e-5,NA,unknown protein,Unknown,Unknown,slr2118
slr0914,2,ssl2982,-1.06883289594613,1.02031848339764e-9,NA,unknown protein,Unknown,Unknown,slr0914
slr1495,2,ssl2982,-1.0635733103313,2.56211489777247e-8,NA,hypothetical protein,Hypothetical,Hypoth,slr1495
sll0283,2,ssl2982,-1.05856623167191,0.052147166239489,NA,hypothetical protein,Hypothetical,Hypoth,sll0283
sll1611,2,ssl2982,-1.0577174997276,9.8722781399804e-5,NA,unknown protein,Unknown,Unknown,sll1611
sll1716,2,ssl2982,-1.05182950597522,0.002289908208635,Transposon-related functions,putative transposase [ISY523a: 967549 - 968419],Other categories,Other,sll1716
slr7095,2,ssl2982,-1.04752886958427,4.80698496008e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr7095
sll0924,2,ssl2982,-1.04638064978995,8.29675999331756e-10,NA,hypothetical protein,Hypothetical,Hypoth,sll0924
slr1173,2,ssl2982,-1.04598482943159,4.91109705206534e-6,NA,hypothetical protein,Hypothetical,Hypoth,slr1173
ssl3177,2,ssl2982,-1.03536646630252,1.03277837616818e-9,NA,hypothetical protein,Hypothetical,Hypoth,ssl3177
slr2053,2,ssl2982,-1.03455363225411,2.09587240858401e-8,Other,putative hydrolase,Other categories,Other,slr2053
sll1623,2,ssl2982,-1.03245178980942,1.00671401620996e-8,NA,ABC transporter ATP-binding protein,Transport and binding proteins,Transport,sll1623
ssr5074,2,ssl2982,-1.03196457576182,0.007491828182972,NA,unknown protein,Unknown,Unknown,ssr5074
sll1240,2,ssl2982,-1.02553213955031,6.22632188732e-4,NA,unknown protein,Unknown,Unknown,sll1240
sll0846,2,ssl2982,-1.02488601203193,8.53218410332e-4,NA,hypothetical protein,Hypothetical,Hypoth,sll0846
slr2077,2,ssl2982,-1.01823065523094,5.38067967393341e-8,NA,"probable ABC transporter, periplasmic binding protein",Transport and binding proteins,Transport,slr2077
slr6090,2,ssl2982,-1.01750349175127,2.65010155346196e-14,NA,unknown protein,Unknown,Unknown,slr6090
sll1917,2,ssl2982,-1.01742820995683,0.001418701310262,"Cobalamin, heme, phycobilin and porphyrin","coproporphyrinogen III oxidase, anaerobic (oxygen-independent)","Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,sll1917
slr0272,2,ssl2982,-1.0164409236919,0.012585216626686,NA,unknown protein,Unknown,Unknown,slr0272
slr7100,2,ssl2982,-1.01568127949279,9.72788671025292e-6,NA,unknown protein,Unknown,Unknown,slr7100
sll0793,2,ssl2982,-1.0128629469935,1.30690298524068e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll0793
sll0848,2,ssl2982,-1.01206404465373,1.81066783360169e-5,NA,chromosomal replication initiator protein DnaA,"DNA replication, restriction, modification, recombination, and repair",DNArep,dnaA sll0848
slr0689,2,ssl2982,-1.00949774713508,4.43131216877578e-18,NA,hypothetical protein,Hypothetical,Hypoth,slr0689
sll7085,2,ssl2982,-1.00176682127784,0.009250769221119,NA,unknown protein,Unknown,Unknown,sll7085
sll1830,2,ssl2982,-0.937584717174871,4.3672686203615e-7,NA,unknown protein,Unknown,Unknown,sll1830
slr0889,2,ssl2982,-0.928097215571031,0.062443797202643,NA,putative proteinkinase,Regulatory functions,Regul,slr0889
sll5089,2,ssl2982,-0.913070593723439,3.1710128605495603e-05,NA,unknown protein,Unknown,Unknown,sll5089
sll1308,2,ssl2982,-0.902227373872656,7.16721181097e-4,Other,probable oxidoreductase,Other categories,Other,sll1308
slr6045,2,ssl2982,-0.895872999553971,0.003422981752496,NA,unknown protein,Unknown,Unknown,slr6045
slr8022,2,ssl2982,-0.893940901981114,0.0634153198714,NA,hypothetical protein,Hypothetical,Hypoth,slr8022
sll5006,2,ssl2982,-0.873037354854811,6.62739582699e-4,NA,unknown protein,Unknown,Unknown,sll5006
sll0922,2,ssl2982,-0.847292632783516,0.069252387956396,NA,unknown protein,Unknown,Unknown,sll0922
slr6063,2,ssl2982,-0.836051087116406,0.077603456719432,NA,unknown protein,Unknown,Unknown,slr6063
ssl7045,2,ssl2982,-0.81364102072888,0.011986625905106,NA,unknown protein,Unknown,Unknown,ssl7045
slr1262,2,ssl2982,-0.813586999812207,6.79792471672e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr1262
slr1152,2,ssl2982,-0.796229577286659,0.171826611818409,NA,hypothetical protein,Hypothetical,Hypoth,slr1152
slr1957,2,ssl2982,-0.781958475280713,0.164594734045539,NA,hypothetical protein,Hypothetical,Hypoth,slr1957
slr0286,2,ssl2982,-0.77785862414674,0.022244503726235,NA,protein involved in functional assembly of photosystem II,Unknown,Unknown,slr0286
slr1536,2,ssl2982,-0.754120362305209,0.007393088928394,NA,ATP-dependent DNA helicase RecQ,"DNA replication, restriction, modification, recombination, and repair",DNArep,recQ slr1536
ssr5019,2,ssl2982,-0.729991261725312,0.091422417980202,NA,hypothetical protein,Hypothetical,Hypoth,ssr5019
slr2121,2,ssl2982,-0.729944938868887,0.002253096176788,Glycolate pathway,TSPO translocator protein,Energy metabolism,Energy,TSPO slr2121
sll5090,2,ssl2982,-0.720018600914824,0.005816394338849,NA,unknown protein,Unknown,Unknown,sll5090
sll1900,2,ssl2982,-0.694004748982865,4.23269639249e-4,Other,acetyltransferase,Other categories,Other,sll1900
slr1074,2,ssl2982,-0.682257891904045,6.94368118949e-4,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,slr1074
sll5057,2,ssl2982,-0.674511338047688,0.00280164237415,Other,probable glycosyltransferase,Other categories,Other,sll5057
slr0888,2,ssl2982,-0.578791977621488,0.416960125235706,NA,hypothetical protein,Hypothetical,Hypoth,slr0888
slr0749,2,ssl2982,-0.577681427716707,0.457240216941037,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase iron protein subunit ChlL,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlL frxC slr0749
slr1963,2,ssl2982,-0.563244893012978,0.056542362141427,Adaptations and atypical conditions,Orange carotenoid-binding protein,Other categories,Other,slr1963
slr1535,2,ssl2982,-0.52879875340792,0.301168553282872,NA,hypothetical protein,Hypothetical,Hypoth,slr1535
slr1261,2,ssl2982,-0.520246796146432,0.046421343982303,NA,hypothetical protein,Hypothetical,Hypoth,slr1261
ssr6046,2,ssl2982,-0.505075144501234,0.127851833508391,NA,hypothetical protein,Hypothetical,Hypoth,ssr6046
ssr5121,2,ssl2982,-0.504430686876224,0.178770327660233,NA,hypothetical protein,Hypothetical,Hypoth,ssr5121
slr0554,2,ssl2982,-0.500734378437059,0.00125449156023,NA,hypothetical protein,Hypothetical,Hypoth,slr0554
slr1077,2,ssl2982,-0.457664431056239,0.049453736120702,Other,probable glycosyltransferase,Other categories,Other,slr1077
slr6107,2,ssl2982,-0.443721850165319,0.282262528536495,NA,hypothetical protein,Hypothetical,Hypoth,slr6107
slr1260,2,ssl2982,-0.415698811878279,0.079989356256017,NA,hypothetical protein,Hypothetical,Hypoth,slr1260
ssl3580,2,ssl2982,-0.412355704893015,0.006671169249222,Hydrogenase,putative hydrogenase expression/formation protein HypC,Other categories,Other,hypC ssl3580
sll0572,2,ssl2982,-0.367696923477727,0.48717729734779,NA,hypothetical protein,Hypothetical,Hypoth,sll0572
ssl5098,2,ssl2982,-0.338230915812281,0.245900774558487,NA,unknown protein,Unknown,Unknown,ssl5098
slr1259,2,ssl2982,-0.297684328820105,0.154219649519879,NA,hypothetical protein,Hypothetical,Hypoth,slr1259
slr1340,2,ssl2982,-0.195984701512657,0.378899200282503,NA,unknown protein,Unknown,Unknown,slr1340
sll0543,2,ssl2982,-0.106893730992421,0.712441784831174,NA,hypothetical protein,Hypothetical,Hypoth,sll0543
slr1916,2,ssl2982,0.019641846698762,0.920207565582239,Other,probable esterase,Other categories,Other,slr1916
sll1969,2,ssl2982,0.072981039151445,0.754520161699084,NA,ppnK NAD+ kinase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,ppnK sll1969
