,reaction_id,reaction_name,reaction_reaction,genes,EC_number,groups,kegg_reaction,metanetx_reaction,seed_reaction
534,CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,H16_A1185,6.3.4.2,Pyrimidine metabolism,R00573,MNXR96945,"['rxn00412', 'rxn11276']"
535,UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,pep_c + uacgam_c --> h_c + pi_c + uaccg_c,H16_A3418,2.5.1.7,Aminosugars metabolism,R00660,MNXR105032,rxn00461
536,THRTRS,Threonyl-tRNA synthetase,atp_c + thr__L_c + trnathr_c --> amp_c + 2.0 h_c + ppi_c + thrtrna_c,H16_A1339,6.1.1.3,Aminoacyl-tRNA Biosynthesis,R03663,MNXR104848,rxn06447
537,PTA2,Phosphate acetyltransferase,pi_c + ppcoa_c --> coa_c + ppap_c,"H16_B1631, H16_B1871","['2.3.1.222', '2.3.1.8']",Propanoate metabolism,R00921,MNXR102416,rxn00670
538,CYTCOBO3,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons),4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_e + q8_c,"H16_A3397, H16_A3396, H16_A0342, H16_A2319, H16_B2062, H16_A0343, H16_A2316, H16_A2318, H16_A3398, H16_A0345, H16_A0347, H16_B2059",,Oxidative Phosphorylation,,,
539,MAN1PT2,Mannose-1-phosphate guanylyltransferase (GDP),gdp_c + man1p_c --> gdpmann_c + pi_c,"H16_A2905, H16_A1854",2.7.7.22,Fructose and Mannose metabolism,R00883,MNXR101376,rxn00640
540,HIBDkt,3-hydroxyisobutyrate dehydrogenase,3hib_c + nad_c <=> h_c + mmtsa_c + nadh_c,"H16_B1190, H16_B0388, H16_A1239, H16_A1562, H16_B1652, H16_A0282, H16_B1657, H16_A1102, H16_B1750",1.1.1.35,"Valine, Leucine and Isoleucine degradation",,MNXR100633,
541,BPHEHB,Bisphenol A hydroxylase B,bisphenol_c + h_c + nadh_c + o2_c --> 12bhpp_c + h2o_c + nad_c,"H16_B2135, H16_B0495, H16_B1480, H16_A1145",,Bisphenol A degradation,,,
542,BPHEHA,Bisphenol A hydroxylase A,bisphenol_c + h_c + nadh_c + o2_c --> 22bhpp_c + h2o_c + nad_c,"H16_B2135, H16_B0495, H16_B1480, H16_A1145",,Bisphenol A degradation,,,
543,TRPAS2,Tryptophanase (L-tryptophan),h2o_c + trp__L_c <=> indole_c + nh4_c + pyr_c,,4.1.99.1,Tryptophan metabolism,R00673,MNXR104941,rxn00473
544,THDPS,Tetrahydrodipicolinate succinylase,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,H16_A2066,2.3.1.117,Lysine Biosynthesis,R04365,MNXR104806,rxn03031
545,GALCTD,Galactarate dehydratase,galct__D_c --> 5dh4dglc_c + h2o_c,"H16_A1259, H16_A1258, H16_B0965",4.2.1.42,Ascorbate and Aldarate metabolism,R05608,MNXR99955,rxn03887
546,GRTT,Geranyltranstransferase,dmpp_c + ipdp_c --> grdp_c + h_c + ppi_c,H16_A2733,2.5.1.10,Biosynthesis of steroids,R02003,MNXR99634,rxn01466
547,GLYC3Pabc,Sn-Glycerol 3-phosphate transport via ABC system,atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,H16_A2327,3.6.3.20,"Transport, Extracellular",,MNXR100320,"['rxn05158', 'rxn08641']"
548,PYDXNO,Pyridoxine oxidase,o2_c + pydxn_c --> h2o2_c + pydx_c,H16_A2802,"['1.1.3.12', '1.4.3.5']",Vitamine B6 metabolism,R01711,MNXR103363,rxn01252
549,HACDHG,Haloacetate dehalogenase,chac_c + h2o_c --> glycolate_c + h_c + hcl_c,H16_A0197,,gamma-Hexachlorocyclohexane degradation,,,
550,TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase",dtdp4d6dg_c --> dtdp4d6dm_c,"H16_A1848, H16_A2906",5.1.3.13,Nucleotide sugars metabolism,R06514,MNXR104759,rxn02000
551,RNDR1,Ribonucleoside-diphosphate reductase (ADP),adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,"H16_A3235, H16_A2390, H16_A3234",1.17.4.1,Purine metabolism,R02017,MNXR104060,rxn05231
552,RNDR2,Ribonucleoside-diphosphate reductase (GDP),gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,"H16_A3235, H16_A2390, H16_A3234",1.17.4.1,Purine metabolism,R02019,MNXR104062,rxn05233
553,PC,Pyruvate carboxylase,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,"H16_A2142, H16_A1251",6.4.1.1,Pyruvate Metabolism,R00344,MNXR102391,rxn00250
554,RNDR3,Ribonucleoside-diphosphate reductase (CDP),cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,"H16_A3235, H16_A2390, H16_A3234",1.17.4.1,Purine metabolism,R02024,MNXR104064,rxn06076
555,VALTA,Valine transaminase,akg_c + val__L_c <=> 3mob_c + glu__L_c,H16_A0561,"['2.6.1.42', '2.6.1.6']","Valine, Leucine, and Isoleucine Metabolism",R01214,MNXR96230,rxn00903
556,RNDR4,Ribonucleoside-diphosphate reductase (UDP),trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,"H16_A3235, H16_A2390, H16_A3234",1.17.4.1,Purine metabolism,R02018,MNXR104066,rxn06075
557,GF6PTA,Glutamine-fructose-6-phosphate transaminase,f6p_c + gln__L_c --> gam6p_c + glu__L_c,H16_A0263,2.6.1.16,Aminosugars metabolism,,MNXR100107,
558,ATPADT,ATP adenylyltransferase,aps_c + atp_c --> ap4a_c + h_c + so4_c,H16_A1656,,Purine metabolism,,,
559,NTRLASE,Nitrilase,gagcya_c + 2.0 h2o_c + h_c --> glu__L_c + nh4_c,H16_A1125,3.5.5.1,Cyanoamino acid metabolism,R03093,MNXR102070,rxn02219
560,ILEabc,L-isoleucine transport via ABC system,atp_c + h2o_c + ile__L_e --> adp_c + h_c + ile__L_c + pi_c,,,"Transport, Extracellular",,MNXR100821,"['rxn05179', 'rxn08745']"
561,AADT2,ATP adenylyltransferase,adp_c + atp_c --> ap4a_c + h_c + pi_c,H16_A1656,,Purine metabolism,,,
562,NITL2,Nitrilase,aamppn_c + 2.0 h2o_c + h_c --> ala__L_c + nh4_c,H16_A1125,,Cyanoamino acid metabolism,,,
563,GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),g1p_c + utp_c --> ppi_c + udpg_c,H16_A2752,"['2.7.7.64', '2.7.7.9']",Nucleotide sugars metabolism,R00289,MNXR143121,rxn00213
564,NITL1,Nitrilase,2.0 h2o_c + ian_c --> i3ac_c + nh4_c,H16_A1125,,Tryptophan metabolism,,,
565,FMETDF,Formylmethionine deformylase,formt_c + h2o_c --> for_c + met__L_c,H16_A3700,3.5.1.31,Glyoxylate and Dicarboxylate metabolism,R00653,MNXR99603,rxn00455
566,NITL5,Nitrilase,bzonit_c + 2.0 h2o_c --> bz_c + nh4_c,H16_A1125,,Benzoate degradation via CoA ligation,,,
567,4CRESOLD,4-cresol dehydrogenase (hydroxylating),cresol_c + fad_c + h_c --> 4hbald_c + fadh2_c,,,Toluene and Xylene degradation,,,
568,NITL4,Nitrilase,2.0 h2o_c + pheacnit_c --> nh4_c + pac_c,H16_A1125,,Styrene degradation,,,
569,PPCOAC,Propionyl-CoA carboxylase,atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,"H16_A1973, H16_A2144, H16_A0177",6.4.1.3,Propanoate metabolism,R01859,MNXR103100,rxn01355
570,PPA2,Inorganic triphosphatase,h2o_c + pppi_c --> 2.0 h_c + pi_c + ppi_c,,3.6.1.25,Anaplerotic Reactions,R00138,MNXR103069,rxn00106
571,PHE2MO4,Phenol 2-monooxygenase,h_c + nadph_c + o2_c + resoc_c --> h2o_c + nadp_c + thbn_c,"H16_B0539, H16_B0543, H16_B0542, H16_B0544, H16_B0541, H16_B0540",,gamma-Hexachlorocyclohexane degradation,,,
572,PPA,Inorganic diphosphatase,h2o_c + ppi_c --> h_c + 2.0 pi_c,H16_A0746,3.6.1.1,Anaplerotic Reactions,R00004,MNXR100808,"['rxn00001', 'rxn11226']"
573,PHE2MO5,Phenol 2-monooxygenase,h_c + nadph_c + o2_c + phenol_c --> catechol_c + h2o_c + nadp_c,"H16_B0539, H16_B0543, H16_B0542, H16_B0544, H16_B0541, H16_B0540",,Naphthalene and Anthracene degradation,,,
574,Carbohydrate,Carbohydrate biosynthesis,3.937 uacgam_c + 0.984 udpacgal_c --> CARBO_c + 4.921 udp_c,,,,,,
575,RPI,Ribose-5-phosphate isomerase,r5p_c <=> ru5p__D_c,H16_A2345,5.3.1.6,Pentose Phosphate Pathway,,MNXR104084,
576,ALAtr,L-alanine reversible transport via proton symport,ala__L_e + h_e <=> ala__L_c + h_c,,,Putative Transporters,,,
577,PYK,Pyruvate kinase,adp_c + pep_c --> atp_c + pyr_c,"H16_A0567, H16_B0961, H16_A3602",2.7.1.40,Glycolysis/Gluconeogenesis,R00200,MNXR103371,rxn00148
578,IZPN,Imidazolonepropionase,4izp_c + h2o_c + h_c --> nflgln_c,H16_A3015,"['3.5.2', '3.5.2.7']",Histidine Metabolism,R02288,MNXR100896,rxn01642
579,RPE,Ribulose 5-phosphate 3-epimerase,ru5p__D_c <=> xu5p__D_c,"H16_B1391, H16_A3317, PHG423",5.1.3.1,Pentose Phosphate Pathway,R01529,MNXR104083,rxn01116
580,TYRTM,Aromatic-amino-acid transaminase,asp__L_c + pphn_c --> Largn_c + oaa_c,"H16_A1151, H16_B1081",,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",,,
581,FABC150,Fatty acid biosynthesis (pentadecanoic acid; c15:0),18.0 h_c + 6.0 malACP_c + 12.0 nadph_c + ppacp_c --> 6.0 ACP_c + c150ACP_c + 6.0 co2_c + 6.0 h2o_c + 12.0 nadp_c,,,Fatty acid biosynthesis,,,
582,CNTOB,Trans-cinnamate hydrolase,cinnm_c + 2.0 h2o_c + nad_c --> ac_c + bz_c + 2.0 h_c + nadh_c,,,Phenylalanine metabolism,,,
583,FABC151,Fatty acid biosynthesis (pentadecanoic acid; c15:1),17.0 h_c + 6.0 malACP_c + 11.0 nadph_c + ppacp_c --> 6.0 ACP_c + c151ACP_c + 6.0 co2_c + 6.0 h2o_c + 11.0 nadp_c,,,Fatty acid biosynthesis,,,
584,GTADT2,AspartyltRNA( Asn)/glutamyltRNA (Gln) amidotransferase,asptrna_c + atp_c + gln__L_c + h2o_c --> adp_c + asntrna_c + glu__L_c + 2.0 h_c + pi_c,"H16_A1509, H16_A0111, H16_A0108, H16_A1882, H16_A0112",,Alanine and Aspartate Metabolism,,,
585,PMCOAD,Pimeloyl-CoA dehydrogenase,nad_c + pmcoa_c --> 6checoa_c + 2.0 h_c + nadh_c,"H16_B0372, H16_B0371",,Benzoate degradation via CoA ligation,,,
586,GTADT1,AspartyltRNA( Asn)/glutamyltRNA (Gln) amidotransferase,atp_c + gln__L_c + glutrna_c + h2o_c --> adp_c + glntrna_c + glu__L_c + h_c + pi_c,"H16_A1509, H16_A0111, H16_A0108, H16_A1882, H16_A0112",,Glutamate metabolism,,,
587,TRDR,Thioredoxin reductase (NADPH),h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,"H16_A0753, H16_A2592, H16_B1422, H16_A1779, H16_A1199, H16_B1092","['1.6.4.5', '1.8.1.9']",Oxidative Phosphorylation,R02016,MNXR104766,rxn05289
588,ACLS,Acetolactate synthase,h_c + 2.0 pyr_c --> alac__S_c + co2_c,"H16_B2452, H16_B0735, H16_A1035, H16_A2231, H16_A1036, H16_B0313",2.2.1.6,"Valine, Leucine, and Isoleucine Metabolism",R00226,MNXR95271,
589,GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,atp_c + gmhep1p_c --> adphep_DD_c + ppi_c,H16_A0803,2.7.7.70,Lipopolysaccharide Biosynthesis,R05644,MNXR100378,"['rxn03916', 'rxn13940']"
590,C181t,(9Z)-Octadecenoic acid transport,c181_e + h_e --> c181_c + h_c,,,"Transport, Extracellular",,,
591,ACACt2,Acetoacetate transport via proton symport,acac_e + h_e <=> acac_c + h_c,,,Putative Transporters,,MNXR95207,"['rxn05484', 'rxn08029']"
592,PTRCORNt7,Putrescine/ornithine antiporter,orn_c + ptrc_e <=> orn_e + ptrc_c,,,"Transport, Extracellular",,MNXR103336,"['rxn09214', 'rxn10182']"
593,MICITDr,2-methylisocitrate dehydratase,h2o_c + maco_c <=> micit_c,H16_A1907,4.2.1.99,Propanoate metabolism,R04425,MNXR101580,rxn03061
594,3OXAPT,3-oxoadipate CoAtransferase,3oxoadp_c + succoa_c --> oxadpcoa_c + succ_c,"H16_B0199, H16_B0198",,Benzoate degradation via Hydroxylation,,,
595,Cofactors_and_vitamins,Cofactors and vitamins,0.145 coa_c + 0.141 fad_c + 0.243 fmn_c + 0.0074 hemeA_c + 0.167 nad_c + 0.149 nadp_c + 0.449 pydx5p_c + 0.14 q8_c + 0.249 thf_c + 0.418 thm_c --> CAV_c,,,,,,
596,TREH,"Alpha,alpha-trehalase",h2o_c + tre_c --> 2.0 glc__D_c,H16_B2096,3.2.1.28,Starch and sucrose metabolism,"['R00010', 'R06103']",MNXR95163,rxn00007
597,HMR_0614,Ethanolaminephosphotransferase,cmp_c + pe_cho_c <=> 12dgr_TB_c + cdpetn_c,,,Glycerophospholipid Metabolism,,,
598,GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c --> ahdt_c + for_c + h_c,"H16_B1967, H16_A2731",3.5.4.16,Folate Biosynthesis,R00424,MNXR100453,"['rxn00299', 'rxn11232']"
599,FORGD,Formimidoylglutamate deiminase,h2o_c + nflgln_c --> Nforglu_c + nh4_c,H16_A3014,,Histidine Metabolism,,,
600,AHCYSNS,S-adenosylhomocysteine nucleosidase,ahcys_c + h2o_c --> ade_c + rhcys_c,H16_A3337,3.2.2.9,Methionine Metabolism,R00194,MNXR95625,rxn00143
601,XAND,Xanthine dehydrogenase,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,"H16_B1897, H16_B1898, H16_A1017, H16_A1016, H16_A3371",1.17.1.4,Purine metabolism,R02103,MNXR105225,rxn01522
602,UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,H16_A3277,6.3.2.10,Peptidoglycan Biosynthesis,,MNXR105094,
603,OCTMBZM,2-Octaprenyl-6-methoxybenzoquinol methylase,2ombzl_c + amet_c --> 2ommb_c + ahcys_c + h_c,H16_A0445,,Ubiquinone Biosynthesis,,,
604,ALLTC,Allantoicase,alltt_c + h2o_c <=> urdglyc_c + urea_c,H16_B2460,,Purine metabolism,,,
605,FABC140,Fatty acid biosynthesis (tetradecanoic acid; c14:0),acACP_c + 18.0 h_c + 6.0 malACP_c + 12.0 nadph_c --> 6.0 ACP_c + c140ACP_c + 6.0 co2_c + 6.0 h2o_c + 12.0 nadp_c,,,Fatty acid biosynthesis,,,
606,FABC141,Fatty acid biosynthesis (tetradecanoic acid; c14:1),acACP_c + 17.0 h_c + 6.0 malACP_c + 11.0 nadph_c --> 6.0 ACP_c + c141ACP_c + 6.0 co2_c + 6.0 h2o_c + 11.0 nadp_c,,,Fatty acid biosynthesis,,,
607,ACALDt,Acetaldehyde reversible transport,acald_e <=> acald_c,,,"Transport, Extracellular",,MNXR95212,"['rxn08032', 'rxn08033', 'rxn09700', 'rxn13212']"
608,NADH16,NADH dehydrogenase (ubiquinone-8 and 3 protons),4.0 h_c + nadh_c + q8_c --> 3.0 h_e + nad_c + q8h2_c,"H16_A1059, H16_A1053, H16_A1060, H16_A1058, H16_A1063, H16_A1055, H16_A1056, H16_A1057, H16_A1051, H16_A1050, H16_A1062, H16_A1061, H16_A1054, H16_A1052, H16_A0251",1.6.5.3,Oxidative Phosphorylation,,MNXR101864,rxn08972
609,CGS_m,Cystathionine gamma-synthase,ahser_c + selcys_c --> ac_c + h_c + selcyst_c,H16_A2606,,Selenoamino acid metabolism,,,
610,NADH5,NADH dehydrogenase (ubiquinone-8),h_c + nadh_c + q8_c --> nad_c + q8h2_c,"H16_A1059, H16_A1055, H16_A1060, H16_A1058, H16_A1063, H16_A1053, H16_A1057, H16_A1056, H16_A1050, H16_A1062, H16_A1051, H16_A1052, H16_A1054, H16_A1061, H16_A0251",,Oxidative Phosphorylation,,MNXR101872,rxn08975
611,CYSGS2,Cystathionine gamma-synthase,selcys_c + shser_c --> h_c + selcyst_c + succ_c,H16_A2606,,Selenoamino acid metabolism,,,
612,GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c,,,Lipopolysaccharide Biosynthesis,,MNXR100380,
613,ALAR,Alanine racemase,ala__L_c --> ala__D_c,H16_A2113,5.1.1.1,Alanine and Aspartate Metabolism,R00401,MNXR95693,rxn00283
614,MALTHXabc,Maltohexaose transport via ABC system,atp_c + h2o_c + malth_e --> adp_c + h_c + malth_c + pi_c,,,"Transport, Extracellular",,MNXR101353,"['rxn08869', 'rxn10174']"
615,NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,"H16_B0143, H16_A1132",2.7.1.23,Nicotinate and Nicotinamide metabolism,R00104,MNXR101882,rxn00077
616,HETZK,Hydroxyethylthiazole kinase,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,,2.7.1.50,Thiamine Metabolism,R04448,MNXR100611,rxn03075
617,OCDCAt2,Octadecanoate transport via proton symport,h_e + octadecacid_e --> h_c + octadecacid_c,,,"Transport, Extracellular",,MNXR102142,rxn10161
618,ASPCT,Aspartate carbamoyltransferase,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,H16_A2913,2.1.3.2,Pyrimidine metabolism,R01397,MNXR96080,rxn01018
619,O2t,O2 transport (diffusion),o2_e <=> o2_c,,,"Transport, Extracellular",,MNXR102090,"['rxn05468', 'rxn09031', 'rxn09032', 'rxn09641', 'rxn09734']"
620,CYTDtr,"Cytidine transport in via proton symport, reversible",cytd_e + h_e <=> cytd_c + h_c,,,"Transport, Extracellular",,,
621,DCYTt2,Deoxycytidine transport in via proton symport,dcyt_e + h_e --> dcyt_c + h_c,,,"Transport, Extracellular",,MNXR97209,"['rxn05205', 'rxn08316']"
622,DATA2,D-alanine transaminase,e4hglu_c + oaa_c --> asp__D_c + hydroxyakg_c,H16_A2521,,Arginine and Proline metabolism,,,
623,ALATA_D,D-alanine transaminase,akg_c + ala__D_c --> glu__D_c + pyr_c,H16_A2521,2.6.1.21,D-alanine metabolism,R01148,MNXR95696,rxn00849
624,OHPBAKGT,O-Phospho-4-hydroxy-L-threonine: 2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <=> akg_c + phthr_c,H16_A0791,,Vitamine B6 metabolism,,,
625,DATA3,D-alanine transaminase,glu__D_c + phpyr_c <=> akg_c + dphe_c,H16_A2521,,Phenylalanine metabolism,,,
626,AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,"H16_A0220, H16_B0337",1.2.1.38,Urea Cycle and Metabolism of amino groups,R03443,MNXR95530,rxn02465
627,FRUP,Phosphatase,bf2p_c + h2o_c <=> fru_c + pi_c,"H16_B0594, H16_B1063, H16_A0520, H16_A0168",,Fructose and Mannose metabolism,,,
628,THRD,L-threonine dehydrogenase,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,H16_A1934,1.1.1.103,"Glycine, Serine and threonine Metabolism",R01465,MNXR103402,rxn01068
629,OCDOR,3-oxopropionyl-CoA:NAD+ oxidoreductase,h_c + malcoa_c + nadph_c --> 3oppcoa_c + h2o_c + nadp_c,,,Propanoate metabolism,R00744,MNXR102146,rxn14318
630,DHDPRy,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,"H16_A3141, H16_A3348",1.3.1.26,Lysine Biosynthesis,,MNXR134418,rxn02929
631,ACMANApts,N-acetyl-D-mannosamine transport via PTS,acmana_e + pep_c --> acmanap_c + h_c + pyr_c,,,"Transport, Extracellular",,MNXR95275,"['rxn08046', 'rxn10183']"
632,FUMAC,Fumarylacetoacetase,4faac_c + h2o_c --> acac_c + fum_c + h_c,"H16_A0361, H16_B0324, H16_B1670",3.7.1.2,Tyrosine metabolism,R01364,MNXR99706,rxn00993
633,PTAr,Phosphotransacetylase,accoa_c + pi_c <=> actp_c + coa_c,"H16_B1631, H16_B1871",2.3.1.8,Pyruvate Metabolism,R00230,MNXR103319,rxn00173
634,GLYAT,Glycine C-acetyltransferase,accoa_c + gly_c <=> 2aobut_c + coa_c,H16_B0819,"['2.3.1.29', '2.3.1.37']","Glycine, Serine and threonine Metabolism",R00371,MNXR100313,rxn00274
635,DHPD,Dihydropyrimidinase,56dhu_c + h2o_c <=> 3urdpp_c + h_c,"H16_A0068, H16_A3075",3.5.2.2,Pyrimidine metabolism,R02269,MNXR97432,rxn01626
636,NNAM,Nicotinamidase,h2o_c + ncam_c --> nac_c + nh4_c,H16_A1527,3.5.1.19,Nicotinate and Nicotinamide metabolism,R01268,MNXR101977,rxn00938
637,DPR,2-dehydropantoate 2-reductase,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,"H16_B1719, H16_A1715, H16_B1769",1.1.1.169,Pantothenate and CoA biosynthesis,R02472,MNXR97779,rxn01790
638,GLYt2r,Glycine reversible transport via proton symport,gly_e + h_e <=> gly_c + h_c,,,"Transport, Extracellular",,MNXR100368,"['rxn05582', 'rxn08660', 'rxn09748']"
639,TAGL2_Nlimit,Triacylglycerol lipase,h2o_c + tg160_c --> 0.002 c120_c + 0.001 c141_c + 0.028 c150_c + 0.01 c151_c + 0.255 c160_c + 0.06 c161_c + 0.105 c170_c + 0.105 c181_c + 0.012 c190_c + 0.008 octadecacid_c + 0.414 tetdecacid_c,H16_A1322,,Glycerolipid Metabolism,,,
640,E4PD,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <=> 4pen_c + 2.0 h_c + nadh_c,,1.2.1.72,Vitamine B6 metabolism,R01825,MNXR97842,rxn01331
641,KPENH,2-keto-4-pentenoate hydratase,2hchd_c + h2o_c --> 4hoxoh_c,"H16_B0884, H16_B0597, H16_B0548",,Toluene and Xylene degradation,,,
642,ADHEr,Acetaldehyde dehydrogenase,butanal_c + coa_c + nad_c --> btcoa_c + h_c + nadh_c,"H16_B0551, H16_A2747, H16_A1806, H16_B0596",,Butanoate metabolism,,MNXR95226,rxn10139
643,OCT,Ornithine carbamoyltransferase,cbp_c + orn_c <=> citr__L_c + h_c + pi_c,H16_A3063,2.1.3.3,Arginine and Proline Metabolism,R01398,MNXR102137,rxn01019
644,HIStr,L-histidine reversible transport via proton symport,h_e + his__L_e <=> h_c + his__L_c,,,"Transport, Extracellular",,,
645,NTD9,5'-nucleotidase (GMP),gmp_c + h2o_c --> gsn_c + pi_c,H16_A2376,3.1.3.5,Purine metabolism,R01227,MNXR100381,rxn00913
646,FABC120,Fatty acid biosynthesis (dodecanoic acid; c12:0),acACP_c + 15.0 h_c + 5.0 malACP_c + 10.0 nadph_c --> 5.0 ACP_c + c120ACP_c + 5.0 co2_c + 5.0 h2o_c + 10.0 nadp_c,,,Fatty acid biosynthesis,,,
647,NTD8,5'-nucleotidase (dGMP),dgmp_c + h2o_c --> dgsn_c + pi_c,H16_A2376,"['3.1.3.5', '3.1.3.89']",Purine metabolism,R01968,MNXR102038,rxn01445
648,CCHNM2,Cyclohexanone monooxygenase,h_c + hccho_c + nadph_c + o2_c --> h2o_c + nadp_c + oohoch_c,H16_B1746,,Carprolactam degradation,,,
649,34DHBt,"3,4-Dihydroxybenzoate transport",34dhbz_e + h_e --> 34dhbz_c + h_c,,,"Transport, Extracellular",,,
650,NTD5,5'-nucleotidase (dTMP),dtmp_c + h2o_c --> pi_c + thymd_c,H16_A2376,"['3.1.3.35', '3.1.3.5', '3.1.3.89']",Pyrimidine metabolism,R01569,MNXR102035,rxn01145
651,NTD4,5'-nucleotidase (CMP),cmp_c + h2o_c --> cytd_c + pi_c,H16_A2376,"['3.1.3.5', '3.1.3.91']",Pyrimidine metabolism,R00511,MNXR102034,rxn00363
652,NTD7,5'-nucleotidase (AMP),amp_c + h2o_c --> adn_c + pi_c,H16_A2376,3.1.3.5,Purine metabolism,R00183,MNXR102037,rxn00132
653,NTD6,5'-nucleotidase (dAMP),damp_c + h2o_c --> dad_2_c + pi_c,H16_A2376,"['3.1.3.5', '3.1.3.89']",Purine metabolism,R02088,MNXR102036,"['rxn01507', 'rxn13134']"
654,ADNCYC,Adenylate cyclase,atp_c --> camp_c + h_c + ppi_c,"H16_A0674, H16_A1809, H16_B0376, H16_A1791, H16_A0827",4.6.1.1,Purine metabolism,R00089,MNXR95444,rxn00065
655,AHCi,Adenosylhomocysteinase,ahcys_c + h2o_c <=> adn_c + hcys__L_c,H16_A0244,3.3.1.1,Methionine Metabolism,R00192,MNXR95492,rxn00141
656,ADHC2,Adenosylhomocysteinase,h2o_c + seahcys_c --> adn_c + selhcys_c,H16_A0244,,Selenoamino acid metabolism,,,
657,CCHNM1,Cyclohexanone monooxygenase,cchexo_c + h_c + nadph_c + o2_c <=> 6hnld_c + h2o_c + nadp_c,H16_B1746,,Carprolactam degradation,,,
658,PRAIZC2,Phosphoribosylamino imidazole carboxylase,cair_c <=> caiz_c,,,Purine and Pyrimidine Biosynthesis,,,
659,AMAA,N-acetylmuramoyl-L-alanine amidase,acala_c + h2o_c --> acmam_c + ala__L_c,"H16_A0597, H16_A3236",3.5.1.28,Peptidoglycan Biosynthesis,,MNXR95797,
660,PRAIZC1,Phosphoribosylamino imidazole carboxylase,air_c + co2_c <=> caiz_c + h_c,"H16_A0570, H16_A0571",,Purine metabolism,,,
661,12DHFD,"1,2-dihydroxyfluorene 1,1a-dioxygenase",12dhflu_c + o2_c --> h_c + hodhiyb2e_c,"H16_B1109, H16_B1836, H16_A0633, H16_B0223, H16_B1420, H16_B0757",,Fluorene degradation,,,
662,GUAD,Guanine deaminase,gua_c + h2o_c + h_c --> nh4_c + xan_c,H16_A1013,3.5.4.3,Purine metabolism,R01676,MNXR100464,rxn01225
663,NTD1,5'-nucleotidase (dUMP),dump_c + h2o_c --> duri_c + pi_c,H16_A2376,"['3.1.3.5', '3.1.3.89']",Pyrimidine metabolism,R02102,MNXR102028,rxn01521
664,NAt3_2,Sodium proton antiporter (H:NA is 2),2.0 h_e + na1_c --> 2.0 h_c + na1_e,,,"Transport, Extracellular",,MNXR101915,"['rxn08983', 'rxn10178']"
665,ASNabc,L-asparagine transport via ABC system,asn__L_e + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c,,,"Transport, Extracellular",,MNXR96065,"['rxn08160', 'rxn10144']"
666,NTD2,5'-nucleotidase (UMP),h2o_c + ump_c --> pi_c + uri_c,H16_A2376,3.1.3.5,Pyrimidine metabolism,R00963,MNXR102032,rxn00708
667,NAt3_1g,Sodium proton antiporter (H:NA is 1:1),h_e + na1_c <=> h_c + na1_e,,,"Transport, Extracellular",,MNXR101803,"['rxn05209', 'rxn08984']"
668,NMNt7,NMN transport via NMN glycohydrolase,h2o_c + nmn_e --> h_c + ncam_c + r5p_c,,3.2.2.14,"Transport, Extracellular",,MNXR101974,
669,NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c --> dcyt_c + pi_c,H16_A2376,"['3.1.3.5', '3.1.3.89']",Pyrimidine metabolism,R01664,MNXR102033,rxn01218
